Id,Tables,Join Conditions,Predicates,Cardinality
41494,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,7,mi_idx.info_type_id,<,100,mk.keyword_id,<,1025",61529
41495,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,1996,mi.info_type_id,<,7,mk.keyword_id,<,26097",818320
41496,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,1914",25320
41497,movie_info mi,,"mi.info_type_id,=,94",68025
41498,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,<,2010,mk.keyword_id,=,382",19237
41499,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,7,ci.person_id,>,2989456,ci.role_id,<,10",1679483
41500,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,t.production_year,>,1981,mk.keyword_id,=,1559",347
41501,cast_info ci,,"ci.person_id,=,1792663,ci.role_id,<,8",14
41502,movie_companies mc,,"mc.company_id,<,2962,mc.company_type_id,=,1",640498
41503,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,=,8320",636
41504,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,=,2,t.production_year,=,2007,mi.info_type_id,<,4",94734
41505,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,3,t.production_year,>,1977",97602
41506,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.production_year,<,2006,mk.keyword_id,>,2891",4769188
41507,title t,,"t.kind_id,<,7,t.production_year,=,1993",10528
41508,movie_companies mc,,"mc.company_id,<,89695,mc.company_type_id,=,1",1274246
41509,title t,,"t.kind_id,<,2,t.production_year,<,1960",189170
41510,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,>,2011,ci.person_id,<,1310611,ci.role_id,>,2,mi_idx.info_type_id,=,101",91025
41511,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,1941266",16846152
41512,title t,,"t.production_year,<,1962",263594
41513,movie_keyword mk,,"mk.keyword_id,>,4928",2222216
41514,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,7,t.production_year,>,1971,mi.info_type_id,=,3",1129551
41515,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,=,2012,mc.company_id,<,83438,mc.company_type_id,<,2",45850
41516,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,<,1762446,ci.role_id,=,1",7230604
41517,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,1,t.production_year,>,2009",5995694
41518,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,7,t.production_year,<,2007,mc.company_type_id,<,2,mi_idx.info_type_id,>,99",189518
41519,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,=,2002,mc.company_id,<,73976,mc.company_type_id,<,2,mi_idx.info_type_id,=,99",17164
41520,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,7,t.production_year,<,2007",290145
41521,movie_companies mc,,"mc.company_id,>,73626",514464
41522,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,t.production_year,=,1965,mc.company_id,>,3099,mc.company_type_id,=,2",37666
41523,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,2008,mc.company_type_id,=,2",1013824
41524,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,814714",27923386
41525,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,2010,mc.company_id,>,130619,mi_idx.info_type_id,>,101",96
41526,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,t.production_year,<,1999",2088022
41527,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.production_year,>,1958,mc.company_id,>,1841",2401080
41528,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,137",188777
41529,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,>,11461,mc.company_type_id,=,1,mk.keyword_id,=,825",3125
41530,movie_keyword mk,,"mk.keyword_id,>,10474",1528540
41531,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,t.production_year,>,2010,mc.company_id,=,607,mc.company_type_id,>,1",11
41532,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,798810,ci.role_id,>,2",13849337
41533,movie_companies mc,,"mc.company_id,>,74363",496599
41534,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,>,1105671,ci.role_id,=,1,mk.keyword_id,<,6069",15100361
41535,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,>,1,mk.keyword_id,<,74198",46216748
41536,movie_keyword mk,,"mk.keyword_id,<,45570",4152715
41537,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","ci.person_id,>,177048",38826587
41538,cast_info ci,,"ci.person_id,>,1964724,ci.role_id,>,1",16634742
41539,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,=,1,t.production_year,>,1995",28603539
41540,movie_keyword mk,,"mk.keyword_id,>,1578",3280179
41541,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,1,t.production_year,<,2011",21208450
41542,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,1977",1432639
41543,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,2011,mi.info_type_id,=,7",12012
41544,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,<,2009,mi.info_type_id,>,2",10054591
41545,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,>,1957",18535286
41546,cast_info ci,,"ci.person_id,>,2700305,ci.role_id,>,1",10158232
41547,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,>,1661864,ci.role_id,=,8,mi.info_type_id,<,107",6179988
41548,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,>,2001,mc.company_id,<,17542",800076
41549,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,=,7,t.production_year,<,1973,mc.company_id,<,14916,ci.role_id,=,3",155783
41550,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.production_year,=,1982,mc.company_id,<,708,mc.company_type_id,=,2,ci.person_id,<,2040242,ci.role_id,=,1",12057
41551,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,2155827,ci.role_id,=,1",12670688
41552,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,>,4419",1627366
41553,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,1,t.production_year,>,2011,mc.company_id,<,74544,mi_idx.info_type_id,=,101",25638
41554,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,790008,ci.role_id,<,4",17678179
41555,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,>,3626733,ci.role_id,>,10,mk.keyword_id,=,70",715
41556,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,<,6405,mc.company_type_id,=,2,mk.keyword_id,=,1",4391
41557,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,<,15,mk.keyword_id,=,14713",361
41558,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,15722",3340182
41559,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,<,2006,mi.info_type_id,>,15",3234049
41560,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,<,93568,mc.company_type_id,=,1",2319675
41561,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","ci.person_id,>,864663,ci.role_id,=,3",3692868
41562,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,<,2007,mi.info_type_id,>,4,mi_idx.info_type_id,>,100",4089301
41563,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,>,1990,mi.info_type_id,=,3,mi_idx.info_type_id,<,100",339443
41564,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,>,1,t.production_year,<,1989",305899
41565,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,mk.keyword_id,<,3235",1635977
41566,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,>,2006,mk.keyword_id,=,8610",477
41567,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.role_id,>,2,mk.keyword_id,>,12009",30821289
41568,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,3,t.production_year,<,2006,mi.info_type_id,<,107,mi_idx.info_type_id,=,99",3505077
41569,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,>,1,t.production_year,<,1964",60957
41570,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,4,t.production_year,=,1994,mi_idx.info_type_id,=,101",3811
41571,cast_info ci,,"ci.person_id,=,2040479,ci.role_id,>,1",6
41572,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,<,1304501,ci.role_id,>,2,mi.info_type_id,<,17",37704873
41573,cast_info ci,,"ci.person_id,>,1448240,ci.role_id,<,2",2078805
41574,cast_info ci,,"ci.person_id,=,2919643,ci.role_id,<,10",405
41575,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,>,1,mk.keyword_id,=,8485",20
41576,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,=,7,t.production_year,<,1967,ci.person_id,>,1388363",768089
41577,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,2,ci.person_id,<,3274235,ci.role_id,>,4",8176881
41578,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,<,2010,mc.company_id,>,11245,mc.company_type_id,>,1",728050
41579,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,1,t.production_year,<,2012,mi.info_type_id,=,2",1241286
41580,cast_info ci,,"ci.person_id,=,169961,ci.role_id,<,2",30
41581,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,t.production_year,<,2010,mi.info_type_id,>,3",4239618
41582,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mc.company_type_id,=,1,mi.info_type_id,=,8",1312794
41583,movie_keyword mk,,"mk.keyword_id,<,13610",3226584
41584,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,7,mk.keyword_id,=,135",852
41585,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,2176891,ci.role_id,=,8",869913
41586,movie_keyword mk,,"mk.keyword_id,>,20017",947651
41587,cast_info ci,,"ci.person_id,<,1847661,ci.role_id,>,1",5895523
41588,movie_companies mc,,"mc.company_id,=,814",453
41589,movie_keyword mk,,"mk.keyword_id,=,15488",16
41590,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,>,1966,mk.keyword_id,=,404",1568
41591,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,7,t.production_year,<,1995",302787
41592,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,7,t.production_year,<,2011,ci.person_id,>,283198,ci.role_id,=,3,mi.info_type_id,>,16",5543401
41593,movie_keyword mk,,"mk.keyword_id,<,4625",2245436
41594,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,mi.info_type_id,<,3",1022918
41595,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,=,800",1248
41596,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,1,ci.person_id,>,175254,ci.role_id,=,3",1387673
41597,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,1990",6381797
41598,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,<,92544,mc.company_type_id,<,2",47470011
41599,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,3250944,ci.role_id,>,1",4439121
41600,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,=,1984,mi_idx.info_type_id,=,99",113858
41601,movie_info mi,,"mi.info_type_id,>,88",1000392
41602,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,t.production_year,>,2013,ci.person_id,<,1144275",13381
41603,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,1,t.production_year,<,1956,mi_idx.info_type_id,>,100",34062
41604,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,=,7,mc.company_id,=,4651,mc.company_type_id,=,2",403
41605,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,=,424,mc.company_type_id,=,2",30390
41606,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mi.info_type_id,=,5",20537078
41607,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,7,t.production_year,<,1989,mi.info_type_id,=,8",388546
41608,movie_keyword mk,,"mk.keyword_id,=,26202",28
41609,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,>,1970,mc.company_type_id,>,1,mi.info_type_id,<,15",7613354
41610,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,>,3,mk.keyword_id,<,31266",1065408
41611,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,<,1610235",100909137
41612,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,<,7,ci.role_id,=,2,mk.keyword_id,<,1775",9643512
41613,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,>,2000,mi.info_type_id,>,1",30677955
41614,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,<,2007,ci.person_id,<,1699803,ci.role_id,>,2,mi_idx.info_type_id,=,99",1436249
41615,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,=,2,t.production_year,=,2005",118774
41616,movie_keyword mk,,"mk.keyword_id,<,24621",3762130
41617,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,=,3,ci.person_id,>,421336",4697718
41618,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,2,t.production_year,<,1993,mc.company_id,<,596",25776
41619,title t,,"t.kind_id,=,1,t.production_year,<,1936",130314
41620,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.production_year,>,1991,ci.role_id,>,3",24087294
41621,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,31084",265466
41622,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,>,89902,mc.company_type_id,>,1",460242
41623,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,<,2007,mi.info_type_id,<,16",6946381
41624,movie_keyword mk,,"mk.keyword_id,>,17457",1025732
41625,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,=,2011,mk.keyword_id,<,75135",142858
41626,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,>,2002,ci.person_id,>,2351216,ci.role_id,=,3,mk.keyword_id,>,382",2776267
41627,movie_keyword mk,,"mk.keyword_id,=,9985",450
41628,cast_info ci,,"ci.person_id,>,598206",30032761
41629,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,=,1939,mk.keyword_id,>,382",22672
41630,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,>,2006,mi.info_type_id,<,7",10093680
41631,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,=,1976",10207
41632,movie_keyword mk,,"mk.keyword_id,<,1941",1414150
41633,cast_info ci,,"ci.person_id,<,630941,ci.role_id,<,9",6169219
41634,movie_companies mc,,"mc.company_id,>,7777,mc.company_type_id,<,2",517293
41635,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,>,0,mc.company_id,<,13403,mc.company_type_id,<,2",996792
41636,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","mk.keyword_id,<,59192",9813195
41637,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,4,mk.keyword_id,<,13091",3434475
41638,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,>,2471831",7284038
41639,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,>,16,mk.keyword_id,=,6241",2352
41640,movie_companies mc,,"mc.company_id,>,420,mc.company_type_id,=,2",1211024
41641,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","ci.person_id,>,3729404,ci.role_id,>,9",6766207
41642,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,4,mi_idx.info_type_id,<,101",569230
41643,cast_info ci,,"ci.person_id,>,1375298,ci.role_id,>,1",19701961
41644,movie_companies mc,,"mc.company_id,<,11205",1275869
41645,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mi.info_type_id,>,1",65425669
41646,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,1,mk.keyword_id,>,875",2312128
41647,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mk.keyword_id,<,65303",31404901
41648,movie_companies mc,,"mc.company_id,=,26431,mc.company_type_id,=,2",5
41649,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mc.company_id,>,513",57319127
41650,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,3,t.production_year,<,2013,mi.info_type_id,=,13",42387
41651,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,<,7,ci.person_id,=,896422,ci.role_id,=,3",3
41652,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","ci.person_id,>,659516,ci.role_id,>,5",22973417
41653,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,t.production_year,<,1988,mc.company_id,>,18016,mc.company_type_id,>,1,mi.info_type_id,>,3",661972
41654,movie_companies mc,,"mc.company_id,>,236,mc.company_type_id,=,1",975539
41655,cast_info ci,,"ci.person_id,>,767106",28373830
41656,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.production_year,>,1982",2926399
41657,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,7,t.production_year,=,1975,mi.info_type_id,<,94",60572
41658,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mc.company_id,>,12363",12404196
41659,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,1917",32427
41660,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,t.production_year,>,1979,mc.company_id,=,302,mc.company_type_id,<,2,mi.info_type_id,>,3",12138
41661,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,>,1973,mi_idx.info_type_id,<,100",817023
41662,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mk.keyword_id,<,47364",215457572
41663,movie_companies mc,,"mc.company_id,<,68137",2010295
41664,title t,,"t.kind_id,=,1,t.production_year,<,1952",166293
41665,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mk.keyword_id,>,810",29449942
41666,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,<,2009,mc.company_id,>,11137,mc.company_type_id,=,2",5085441
41667,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,>,43941,mc.company_type_id,=,2,mi_idx.info_type_id,=,101",310417
41668,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,7,t.production_year,>,2004,mc.company_id,<,554,mi.info_type_id,=,8",67461
41669,movie_keyword mk,,"mk.keyword_id,>,22421",816256
41670,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,2011,ci.person_id,<,410658,ci.role_id,<,10",20295870
41671,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,2013,mi_idx.info_type_id,<,101",6169040
41672,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,3,ci.person_id,>,290958",21149970
41673,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,t.production_year,>,2005,ci.person_id,<,712012,ci.role_id,=,1",690460
41674,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,7,mc.company_id,>,11373,mc.company_type_id,=,2",198627
41675,"title t,movie_info mi",t.id=mi.movie_id,"mi.info_type_id,>,106",197754
41676,title t,,"t.kind_id,<,7,t.production_year,=,1970",6232
41677,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,<,2005,mi.info_type_id,<,9",45833930
41678,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,>,2,t.production_year,=,2013",17999
41679,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,7,mc.company_id,=,27,ci.role_id,>,10",2660
41680,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mk.keyword_id,<,14081",25185441
41681,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,3,t.production_year,<,1967",11214
41682,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.production_year,<,1999,mi.info_type_id,=,6",6190849
41683,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.production_year,>,2005,mk.keyword_id,=,354",5060
41684,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,7,ci.person_id,<,290184,ci.role_id,>,8,mi.info_type_id,>,2",3481970
41685,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,<,118585,ci.role_id,=,1,mi.info_type_id,<,16",5778884
41686,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,>,1,t.production_year,<,2014",1286921
41687,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,<,2001,mc.company_id,>,74956,mk.keyword_id,>,1876",912432
41688,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,7,t.production_year,<,2008,mi_idx.info_type_id,=,100",252922
41689,cast_info ci,,"ci.person_id,<,1301992",13191405
41690,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mi.info_type_id,<,6",15334043
41691,cast_info ci,,"ci.person_id,<,412982,ci.role_id,=,2",1164
41692,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,<,118308,mc.company_type_id,<,2",1274246
41693,movie_keyword mk,,"mk.keyword_id,>,7885",1757332
41694,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,1,mk.keyword_id,>,31670",398734
41695,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,=,7,mi.info_type_id,<,16",49799104
41696,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.role_id,>,1,mk.keyword_id,=,1979",18905
41697,title t,,"t.kind_id,=,7,t.production_year,=,1964",6454
41698,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,>,1,t.production_year,<,1992,ci.role_id,=,4,mk.keyword_id,=,37392",6
41699,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,1,mc.company_id,<,338,mk.keyword_id,>,1023",1564533
41700,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,mk.keyword_id,>,347",587659
41701,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,>,1,t.production_year,<,2007,ci.person_id,<,3027877,ci.role_id,>,1",13920265
41702,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,4,t.production_year,<,1998",231050
41703,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,>,137,mc.company_type_id,=,2",1272480
41704,cast_info ci,,"ci.person_id,=,2766609,ci.role_id,>,1",875
41705,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","ci.person_id,>,814097,ci.role_id,<,10",44599530
41706,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","mk.keyword_id,=,323",4775
41707,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,1,t.production_year,<,2003,ci.person_id,<,685653,ci.role_id,>,2",602430
